nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm0895346	Madeleine Vester	1954		actress	tt0085264,tt0106177,tt0084906,tt0132212	
nm0895477	Giovanni Vettorazzo	1953		actor	tt0335345,tt0246677,tt0398883,tt0086434	https://image.tmdb.org/t/p/{width_variable}/nnKbDyx9obxgE9ACkVOhfxKyvTQ.jpg
nm0895669	Henrique Viana	1936	2007	actor,miscellaneous,writer	tt0487846,tt0826078,tt0081717,tt0077159	https://image.tmdb.org/t/p/{width_variable}/mlOHWba0npMziRzaRFhS3KVXDqN.jpg
nm0895772	Kenneth H. Wiatrak			cinematographer,camera_department,visual_effects	tt3647498,tt0790736,tt2975578,tt0458339	
nm0895954	Enrique Viciano			producer,writer,miscellaneous	tt4944688,tt0093394,tt0089499,tt18553454	
nm0896479	Marco Videtta			writer,producer	tt0263274,tt1890982,tt13870732,tt0167554	
nm0896801	Vesa Vierikko	1956		actor,writer,soundtrack	tt0133906,tt0098437,tt0137912,tt0098532	https://image.tmdb.org/t/p/{width_variable}/hOtMUcOldeweUDQ9fKj3W9UjmpU.jpg
nm0896856	Hans-Erich Viet	1953		director,writer,producer	tt1478320,tt1452641,tt0157065,tt0106960	
nm0897715	Paolo Villaggio	1932	2017	actor,writer,soundtrack	tt0080719,tt0082407,tt0071486,tt0256627	https://image.tmdb.org/t/p/{width_variable}/teLgBlbIGoToECSfwwkjaehPUPr.jpg
nm0898317	Jacques Villeret	1951	2005	actor,soundtrack,writer	tt0082701,tt0078171,tt0119038,tt0091089	https://image.tmdb.org/t/p/{width_variable}/w4sONhPYO3c361BPxDToT4pJFpY.jpg
nm0898375	Gérard de Villiers	1929	2013	writer,producer	tt10511146,tt0084621,tt0097318,tt0185955	https://image.tmdb.org/t/p/{width_variable}/xF7CvQXDbc6Gv6vR1v8zNOGD3NX.jpg
nm0898408	Pamela Villoresi	1957		actress	tt2358891,tt0096160,tt0165793,tt0100435	https://image.tmdb.org/t/p/{width_variable}/hgp5shSYLL3IfhvTYqDOJ0Bh7q.jpg
nm0898653	Hélène Vincent	1943		actress,soundtrack	tt0102136,tt0096386,tt0108394,tt0167565	https://image.tmdb.org/t/p/{width_variable}/lJJ9WjZJI6cVCpFTsXoHqSDW23v.jpg
nm0899763	Wendy Visser			actress	tt0097893	
nm0900062	Michel Vitold	1914	1994	actor,miscellaneous	tt0233096,tt0043802,tt1369743,tt0057207	https://image.tmdb.org/t/p/{width_variable}/hZdid7DcZPXueaX0rlkAeNBEbl.jpg
nm0900143	Monica Vitti	1931	2022	actress,soundtrack,writer	tt0058003,tt0056736,tt0063485,tt0053619	https://image.tmdb.org/t/p/{width_variable}/fwDSIup9fJHnu7DHlAp20OSTDly.jpg
nm0900292	Joan Vives	1953		composer,music_department,soundtrack	tt0251777,tt0105143,tt11519748,tt0092617	https://image.tmdb.org/t/p/{width_variable}/3BMKbtWmR6w3wAYiitYQuzjv2jD.jpg
nm0900768	Jaroslav Vodehnal			cinematographer,camera_department,writer	tt0165713,tt2442898,tt0095745,tt11940934	
nm0900915	Jürgen Vogel	1968		actor,producer,soundtrack	tt1063669,tt0119510,tt0499101,tt0301357	https://image.tmdb.org/t/p/{width_variable}/w1uLTeHJZ04JCmRiFJB0b5w3UuA.jpg
nm0901441	Paul G. Volk			producer,editor,editorial_department	tt0138089,tt0233656,tt0119088,tt6197400	
nm0901456	Klaus Volkenborn	1945	2005	producer,director,editor	tt0423842,tt0080064,tt0424477,tt0106347	
nm0901562	Nondas Voll			producer,miscellaneous,sound_department	tt0176357,tt0100617,tt0140688,tt0096953	
nm0901640	Hardi Volmer	1957		director,writer,production_designer	tt2715446,tt0452418,tt1126520,tt2478138	https://image.tmdb.org/t/p/{width_variable}/wkCg4h1avrCyUCpSqylMskpKWiD.jpg
nm0901668	Aleksandr Volodin	1919	2001	writer,director	tt0299100,tt0079835,tt0103170,tt0061028	https://image.tmdb.org/t/p/{width_variable}/rxeWBqmZwHPlVyGukFfVE3UUNYI.jpg
nm0901702	Yuriy Volovich	1947		writer,actor	tt0273876,tt0097049,tt0382195,tt1728245	
nm0901812	Philippe Volter	1959	2005	actor	tt0099334,tt0108394,tt0101765,tt0093461	https://image.tmdb.org/t/p/{width_variable}/64YFCcB1D6FfPV7WE8OTEf2WP2V.jpg
nm0902265	Loni von Friedl	1943		actress,soundtrack,miscellaneous	tt0060177,tt0055643,tt0064519,tt0055415	https://image.tmdb.org/t/p/{width_variable}/jZJ49KjB84hG8wnmX7yvQpBf9fx.jpg
nm0902283	Veith von Fürstenberg	1947		producer,writer,actor	tt0806910,tt0089146,tt0138457,tt0086324	
nm0902339	Alexandra von Grote	1944		writer,director,producer	tt0217146,tt0098181,tt10937708,tt0089707	
nm0902397	Karl-Heinz von Hassel	1939	2016	actor	tt0076992,tt0806910,tt0163624,tt0861323	https://image.tmdb.org/t/p/{width_variable}/bL06O3ReJrJD4xeAtUvVe4Yw3RJ.jpg
nm0902423	Wolfgang von Henko			composer,soundtrack,sound_department	tt0112545,tt0109159,tt0100912,tt0098992	
nm0902539	Annette von Klier	1963		actress,editorial_department,writer	tt0108211,tt0087008,tt0097506,tt0251364	
nm0902697	Joachim von Mengershausen	1936	2020	producer,actor,editorial_department	tt0118843,tt0087884,tt0093191,tt0075675	
nm0902823	Rosa von Praunheim	1942		director,writer,producer	tt4363672,tt0092568,tt0104475,tt0087424	https://image.tmdb.org/t/p/{width_variable}/lg4EP2cs9PKGVbwzb7snyKGjni2.jpg
nm0903110	Friedrich von Thun	1942		actor,director,writer	tt0108052,tt0896681,tt0372698,tt5584732	https://image.tmdb.org/t/p/{width_variable}/iQuOeoD8mi4cZEa91mXLlpz6SJz.jpg
nm0903137	Margarethe von Trotta	1942		actress,director,writer	tt0082081,tt0298131,tt1674773,tt0085666	https://image.tmdb.org/t/p/{width_variable}/rxFG8ZBtXRt0iRzMKiFOq579GD.jpg
nm0903167	Joachim von Vietinghoff	1941		producer,production_manager,actor	tt0111341,tt0249241,tt0431032,tt0062033	
nm0903677	Arnold Vosloo	1962		actor,producer	tt0120616,tt0209163,tt1583421,tt0450259	https://image.tmdb.org/t/p/{width_variable}/g7IuNOiDslCGInYEYClbyRrma5z.jpg
nm0903686	Ula Vosmire			cinematographer	tt0097666	
nm0903796	Otakar Votocek	1943		writer,director,actor	tt20203894,tt0211078,tt0098658,tt0365289	
nm0903939	Anastasiya Voznesenskaya	1943	2022	actress	tt0231565,tt0086038,tt0084873,tt0079193	https://image.tmdb.org/t/p/{width_variable}/2DKnpqda5IdAUpatv8mdpfjthix.jpg
nm0904705	Milos Vávra	1945		actor,soundtrack	tt2265433,tt0388590,tt0213322,tt0078357	https://image.tmdb.org/t/p/{width_variable}/4KuplIOqaDRQoV5tlRnGECEu9t2.jpg
nm0905206	Udo Wachtveitl	1958		actor,director,writer	tt0331741,tt2806700,tt0179049,tt0806910	https://image.tmdb.org/t/p/{width_variable}/m4C6klxGZFEtzfJH0Wtvv37RxOC.jpg
nm0905547	Maggie Wadey			writer	tt0297625,tt0111902,tt0398567,tt0294192	
nm0905787	Andrea Wagner			writer,editor,editorial_department	tt0434030,tt0328901,tt1339161,tt0810868	
nm0906067	Reinhardt Wagner	1956		composer,music_department,actor	tt0948535,tt0098226,tt0085378,tt0104019	https://image.tmdb.org/t/p/{width_variable}/wjDNktd4U0VGiTDU7BRYuXIhpiU.jpg
nm0906281	Wolfgang Wahl	1925	2006	actor,production_designer,art_director	tt0050935,tt0098824,tt0052657,tt0052656	https://image.tmdb.org/t/p/{width_variable}/3vVWnrTHcMuh3ylzRkyjEUtbEjq.jpg
nm0906412	Hon-to Wai			director,writer,assistant_director	tt2183186,tt3969578,tt0111840,tt5594768	
nm0906413	Ka-Fai Wai	1962		producer,writer,director	tt0374184,tt0969269,tt10283270,tt2165735	https://image.tmdb.org/t/p/{width_variable}/8A97ii7mGZcVtId5nUx7QoXc4hb.jpg
nm0907173	Luggi Waldleitner	1913	1998	producer,production_manager,camera_department	tt0071459,tt0116692,tt0064126,tt0077615	
nm0907942	Kerry Walker	1948		actress,miscellaneous	tt0203009,tt0107822,tt0094197,tt0455824	https://image.tmdb.org/t/p/{width_variable}/nIvYnyp2Ti2dzqFEhCcrNN4K1uS.jpg
nm0908116	Polly Walker	1966		actress,soundtrack	tt0384766,tt0105112,tt0800320,tt0116191	https://image.tmdb.org/t/p/{width_variable}/lfXAWi15IUiRna1kMWWfShC3N6Z.jpg
nm0908838	Robert Milton Wallace			actor,editor,director	tt3017202,tt3369286,tt0819646,tt0120388	https://image.tmdb.org/t/p/{width_variable}/zP4RNqIUHC6TytGOlyRg7zhb0I8.jpg
nm0909012	José Wallenstein	1959		actor	tt1538449,tt0229881,tt0403439,tt1302514	https://image.tmdb.org/t/p/{width_variable}/1cPisCz3h7uNDzeYhwb4RD2LYVS.jpg
nm0909079	Steve Waller			editor,actor,editorial_department	tt0095840,tt0216569,tt0095095,tt0161456	
nm0909145	Marc Wallice	1959		actor,director,editor	tt0182141,tt0410718,tt0138300,tt0128771	https://image.tmdb.org/t/p/{width_variable}/pa6wD6D9I1ILFrrZjTJPtzUKeZL.jpg
nm0909541	Angela Walsh			actress	tt0101473,tt0095037,tt0099818,tt1266029	https://image.tmdb.org/t/p/{width_variable}/wMmxjqEYZE5uUseb0KUeZriiRdT.jpg
nm0909734	Kevin T. Walsh			actor	tt1049304,tt0097726,tt0119092	
nm0910324	Nigel Walters	1941		cinematographer,camera_department	tt0096536,tt0098913,tt0185102,tt0366777	
nm0910543	John Boy Walton			composer,actor	tt0098486,tt0093608,tt0102522,tt12146952	
nm0910701	Derek Wan			cinematographer,camera_department,director	tt0406486,tt0344313,tt0427848,tt0271053	
nm0910709	Irene Wan	1966		actress,producer,miscellaneous	tt2471242,tt2354525,tt0084263,tt5732458	https://image.tmdb.org/t/p/{width_variable}/rmiDWTjYQMkeBjGNKzJJzMkSeDQ.jpg
nm0910904	Haowei Wang			director,actor,writer	tt0261797,tt0328492,tt0334195,tt10833088	https://image.tmdb.org/t/p/{width_variable}/sdVzCaM8By23M5TTb6owVtwFfbJ.jpg
nm0910979	Lung-Wei Wang	1949		actor,director,stunts	tt0077559,tt0104457,tt0089293,tt0083062	https://image.tmdb.org/t/p/{width_variable}/i4ylq9Pn4NgQAzKl0trF5xZAzCS.jpg
nm0911431	Burt Ward	1945		actor,visual_effects,soundtrack	tt0313443,tt0059968,tt0060153,tt0245803	https://image.tmdb.org/t/p/{width_variable}/13qUIbdB6D6BaTy3znHoHWdHuYN.jpg
nm0912027	Dorota Wardeszkiewicz	1941		editor,miscellaneous,director	tt14266948,tt5146068,tt6222300,tt0107997	
nm0912046	Michael Wardle			actor	tt0094336,tt0108919,tt0154094,tt0269157	
nm0912235	Myra Warhaftig				tt0492025,tt0094609	
nm0912238	Andy Warhol	1928	1987	director,producer,cinematographer	tt0062055,tt0062745,tt0495909,tt0179184	https://image.tmdb.org/t/p/{width_variable}/4FwsJKGOpYcYwFqxFKnbl5bFx3Y.jpg
nm0913027	Stefani Warren	1945		actress,writer	tt0057733,tt0062569,tt0099039,tt0100029	
nm0913797	Gedde Watanabe	1955		actor,soundtrack,director	tt0088128,tt0098546,tt1047540,tt0099700	https://image.tmdb.org/t/p/{width_variable}/4uI6QEicUA0cR5suA0B2bEM7JBt.jpg
nm0913993	Dennis Waterman	1948	2022	actor,soundtrack,music_department	tt0076788,tt0098881,tt0078351,tt0362357	https://image.tmdb.org/t/p/{width_variable}/uqi9gVPbiJZ8XQ6OgL6JPuFIlJs.jpg
nm0914058	Daniel Waters	1962		writer,producer,director	tt0103776,tt0497972,tt0102070,tt0097493	https://image.tmdb.org/t/p/{width_variable}/1b9fjVkNkYcEodpxMCYWTwdLsML.jpg
nm0914159	Philip Alan Waters			camera_department,cinematographer	tt0095925,tt0097138,tt0103923,tt0107254	
nm0915089	Christian Watton	1927	2010	writer,actor,script_department	tt0250630,tt0098773,tt0484267,tt0096689	
nm0915725	Michael Wearing	1939	2017	producer,script_department,actor	tt0108215,tt0083689,tt1226273,tt0090424	
nm0915940	Rick Weaver	1948		producer,miscellaneous,actor	tt0096538,tt0088591,tt0083488,tt0080240	
nm0915989	Hugo Weaving	1960		actor,soundtrack,producer	tt0120737,tt0167260,tt0434409,tt0167261	https://image.tmdb.org/t/p/{width_variable}/lSC8Et0PYi5zeQb3IpPkFje7hgR.jpg
nm0916276	Roger Webb	1934	2002	music_department,composer,soundtrack	tt0118749,tt0211933,tt0405336,tt0408839	
nm0916325	Weaver Webb			writer	tt0097115	
nm0916830	Ben Webster	1909	1973	soundtrack,actor,composer	tt0146838,tt0119237,tt0422295,tt0242653	
nm0917088	Konstantin Wecker	1947		actor,composer,music_department	tt1999189,tt0084897,tt1217620,tt0092389	https://image.tmdb.org/t/p/{width_variable}/sOCySi1yNdgfWEx5h2HsAyS1kQr.jpg
nm0917601	Anne Wehner-Bachschmidt			actress	tt0091456,tt0103556,tt0094688	
nm0918188	Hermann Weindorf	1953		composer,soundtrack,music_department	tt0806910,tt0083715,tt0096045,tt0102964	
nm0918266	Rex Weiner			writer,miscellaneous	tt0086759,tt5307712,tt0098331,tt0098987	
nm0918840	Ben Weisman	1921	2007	soundtrack,composer,music_department	tt1219289,tt0272338,tt0118929,tt0114369	
nm0918873	Sam Weisman	1947		director,actor,producer	tt0119190,tt0101055,tt0078841,tt0109520	https://image.tmdb.org/t/p/{width_variable}/ok6ars4Mt7KTWsHNcXcSbv9vC35.jpg
nm0919256	Norbert Weisser	1946		actor,producer	tt0108052,tt0077928,tt0103939,tt0107120	https://image.tmdb.org/t/p/{width_variable}/A2QeLaigXmj1dtJHVLl27N8qNFd.jpg
nm0920460	Vernon Wells	1945		actor,producer,director	tt0082694,tt0090305,tt0088944,tt0093260	https://image.tmdb.org/t/p/{width_variable}/rpKjskAbftBMFi1HWZ0Jo6lZgod.jpg
nm0921135	Rick Wentworth			composer,music_department,soundtrack	tt0119654,tt0438488,tt1458175,tt0988045	
nm0921201	Elmar Wepper	1944		actor,miscellaneous	tt0910559,tt0214364,tt0094573,tt0096733	https://image.tmdb.org/t/p/{width_variable}/yiuMRWuUMZhqtDLGLwG2qPt8ubv.jpg
nm0921202	Fritz Wepper	1941		actor,soundtrack	tt0068327,tt0063920,tt0305132,tt0070981	https://image.tmdb.org/t/p/{width_variable}/fhdJ20v0xpFo2yF0TFDsyNk53kA.jpg
nm0921433	Klaus Werner	1928	2014	cinematographer,camera_department,director	tt0060443,tt0058878,tt0226910,tt0149402	
nm0921631	Lina Wertmüller	1928	2021	writer,director,soundtrack	tt0073817,tt0056856,tt0090871,tt0075040	https://image.tmdb.org/t/p/{width_variable}/1CSAr1pTmwhgzjPVelu6nF2ACgO.jpg
nm0921847	Thomas Wesskamp	1956		writer,actor	tt0844452,tt0152923,tt0806901,tt0806910	
nm0922272	Norma West	1943		actress	tt0380953,tt0061287,tt0098765,tt0420394	https://image.tmdb.org/t/p/{width_variable}/esFE4CBJE06T6jHpZWZt4Usrp4Q.jpg
nm0923571	Tony Wharmby	1940		director,producer,writer	tt0106179,tt0364845,tt0088503,tt0083420	
nm0923610	Kevin Whately	1951		actor,soundtrack	tt0116209,tt0874608,tt0092379,tt0086665	https://image.tmdb.org/t/p/{width_variable}/e6ztYNhrpm5tQzLwIkjjsxaDhEG.jpg
nm0923675	David Wheatley	1949	2009	director,sound_department,writer	tt0097806,tt0118443,tt0200358,tt0107141	
nm0923802	David F. Wheeler			director,actor	tt0068149,tt0097769,tt0343433,tt0179098	
nm0924502	Bernard White	1959		actor,writer,director	tt1843866,tt0234215,tt0242653,tt0804497	https://image.tmdb.org/t/p/{width_variable}/yW1MG2BHGBWxIAQ7F93TFtUNUFv.jpg
nm0924740	Dorsey White				tt3687174,tt1396227	
nm0924960	Jerry White			actor	tt3687174,tt0087763,tt0101124,tt0929947	
nm0924962	Jesco White	1956		actor,soundtrack	tt5439796,tt16528784,tt2103188	https://image.tmdb.org/t/p/{width_variable}/3OFzEf6RW8Mia2UZIrhLpgSYpsn.jpg
nm0925278	Norma Jean White	1939	2009		tt3687174	
nm0925282	Oliver White			editor,editorial_department	tt0762803,tt0196254,tt0085037,tt0200776	
nm0926508	John Whitteron			cinematographer,camera_department,director	tt0084510,tt0455824	
nm0926688	Michael Whyte			director,producer,cinematographer	tt1405368,tt3103564,tt13261548,tt0380255	
nm0926864	David Wicker			actor,camera_department	tt3729774,tt0097874,tt1805374	
nm0927043	Kathleen Widdoes	1939		actress	tt0063569,tt0115956,tt0063426,tt0048845	https://image.tmdb.org/t/p/{width_variable}/6LCw0RSvXIA6VWEC2GuYcoPfSmN.jpg
nm0927475	Charlie Wiener			editor,writer,director	tt0100525,tt0207348,tt0099576,tt0096060	
nm0927862	Denis Wigman	1958		producer,editorial_department,production_manager	tt9878598,tt5912150,tt0097108,tt0094774	
nm0927980	Alexander Wikarski	1941		actor,director	tt1878968,tt1776936,tt1784396,tt0115088	
nm0928134	James Wilby	1958		actor,soundtrack	tt0093512,tt0280707,tt0104454,tt0095274	https://image.tmdb.org/t/p/{width_variable}/xD9TpfcPFfyesaegyhp2tTKe6g6.jpg
nm0928907	Bettina Wilhelm	1952		miscellaneous,writer,producer	tt1961650,tt0099013,tt0291284,tt0806910	
nm0928974	Glenn Wilhide			producer,director,writer	tt1922570,tt0245277,tt0103381,tt0097894	
nm0930748	Heathcote Williams	1941	2017	actor,writer,soundtrack	tt0120731,tt0107756,tt0430912,tt0970411	https://image.tmdb.org/t/p/{width_variable}/1gCuLzhbBTiFPLZ0pD4RGAvE7NJ.jpg
nm0930786	Ian Williams	1968		actor	tt0088580,tt0108709,tt0099814,tt0111440	
nm0930964	John H. Williams	1953		producer,director,executive	tt4086018,tt0413267,tt0126029,tt0298148	https://image.tmdb.org/t/p/{width_variable}/fSx5xD1w4SmPByVyy9M4w5Dn434.jpg
nm0931015	Justin Williams			actor,producer	tt0194800,tt0099587,tt0112178,tt0118928	
nm0931388	Nigel Williams	1948		writer,producer,director	tt0465326,tt0098834,tt0297626,tt1215482	
nm0932477	Ted Willis	1918	1992	writer,script_department,miscellaneous	tt0052006,tt0051204,tt0159896,tt0054879	
nm0932885	Bill Wilner			editor,sound_department,editorial_department	tt0089886,tt0097757,tt0093894,tt0096438	
nm0932904	Hilde Wils			actress	tt0176113,tt14305564,tt0096025,tt0264430	
nm0934014	Richard Wilson	1936		actor,director,miscellaneous	tt0120483,tt0098882,tt0087892,tt0377981	https://image.tmdb.org/t/p/{width_variable}/e0W6gWfmNOTiHPmxGWyjsQTrUHF.jpg
nm0934508	Michel Wyn	1931		director,assistant_director,writer	tt0174097,tt0313077,tt0096689,tt0072230	https://image.tmdb.org/t/p/{width_variable}/lopQ0UtEHWKokmoNrz6YUQfFmp9.jpg
nm0934714	Geneviève Winding	1927	2008	editor,editorial_department	tt0104507,tt0080415,tt0073685,tt0088156	
nm0934750	William Windom	1923	2012	actor	tt0056592,tt0098554,tt0139668,tt0067065	https://image.tmdb.org/t/p/{width_variable}/jLKGf2gQR4cBDnUWFOsXY2y5Pui.jpg
nm0936123	Franz Winzentsen	1939		director,writer,cinematographer	tt3573192,tt0479544,tt0162847,tt0479530	https://image.tmdb.org/t/p/{width_variable}/heX5Q6NtJIYgogGmdZE7RqtsVhz.jpg
nm0937140	Stephan Wittwer	1953		composer,music_department	tt0806910,tt0363446,tt0144675,tt3278822	
nm0937760	Gerry Wolff	1920	2005	actor	tt0056271,tt0051577,tt0069743,tt0072387	https://image.tmdb.org/t/p/{width_variable}/h2hAJ0RLJ4Xx08EaTsCuUrDwQvj.jpg
nm0937800	Jeffrey Wolf			editor,director,editorial_department	tt1920849,tt0311289,tt0115639,tt0123964	
nm0938101	Mal Wolfe			director,producer,cinematographer	tt0108064,tt0157721,tt0102794,tt0082473	
nm0938708	John Wolskel	1964		miscellaneous,writer,editorial_department	tt6017926,tt0097550,tt0163494,tt0207868	
nm0938747	Jürgen Wolter	1939		composer,music_department,cinematographer	tt0112202,tt0806910,tt0094524,tt0243433	
nm0938797	Roman Wolyniec	1926	2005	production_designer,art_department,costume_designer	tt0076791,tt0057392,tt0057089,tt0052083	https://image.tmdb.org/t/p/{width_variable}/fKqyI3daLhAXYmsPirE7RwKdX26.jpg
nm0938893	Anthony Chau-Sang Wong	1961		actor,director,writer	tt0338564,tt0103743,tt0446755,tt0439630	https://image.tmdb.org/t/p/{width_variable}/7UYRnOZXSmJFcQGPBUSFbyY07zZ.jpg
nm0938944	Barry Wong	1946	1992	writer,actor,miscellaneous	tt0089371,tt0097202,tt0103045,tt0104684	https://image.tmdb.org/t/p/{width_variable}/arQkbiAYI8WWU39pYQbBsBw5Dvd.jpg
nm0939065	Gabriel Wong	1964		actor,composer,producer	tt0103045,tt0105534,tt0110852,tt0107161	https://image.tmdb.org/t/p/{width_variable}/e3om7myl5ZKXt1KaRbSYvAd0N35.jpg
nm0939079	Goon Chung Wong	1964		actor,soundtrack,music_department	tt8490838,tt0100777,tt0093944,tt2642064	https://image.tmdb.org/t/p/{width_variable}/85yfmJXZqqMXM4O8VJW57Xwxvvs.jpg
nm0939147	Jing Wong	1955		producer,writer,director	tt3444184,tt0885507,tt0489067,tt0241222	https://image.tmdb.org/t/p/{width_variable}/gMmaDRst3OwnY1wClKt541AmslD.jpg
nm0939153	Joey Wang	1967		actress,animation_department	tt0106559,tt0102932,tt0093978,tt0097244	https://image.tmdb.org/t/p/{width_variable}/czi7jy9VnrEmrJTE9oVUJRgDsY.jpg
nm0939172	Ka-Kui Wong	1962	1993	actor,soundtrack,music_department	tt0093944,tt0099756,tt8490838,tt2296692	https://image.tmdb.org/t/p/{width_variable}/s8GI3g3WzMpbxpHHhYiyJ7Xml3J.jpg
nm0939181	Kar-Keung Wong			actor,soundtrack,composer	tt0228048,tt0302538,tt8490838,tt0097619	
nm0939209	Kwong-Leung Wong	1952		actor,producer,soundtrack	tt0097202,tt0112913,tt0101490,tt0093304	https://image.tmdb.org/t/p/{width_variable}/itlbDgPFFlASUvsbmRL9IFCujzT.jpg
nm0939236	Manfred Wong	1957		writer,actor,producer	tt0165499,tt0116456,tt0244884,tt0243876	https://image.tmdb.org/t/p/{width_variable}/ZW0X62PWUkVG4UTrMDqmdt1NmA.jpg
nm0939250	Mei-Wah Wong			actress,script_department	tt0092051,tt2174197,tt0098147,tt0098150	
nm0939275	Parkman Wong			actor,assistant_director,miscellaneous	tt0097348,tt0104705,tt0094344,tt0097202	https://image.tmdb.org/t/p/{width_variable}/tYgmuuA4iNK1eecRgMGGcVGub9Y.jpg
nm0939309	Ronald Wong			actor,producer,production_manager	tt0439630,tt7183578,tt0093845,tt0338564	https://image.tmdb.org/t/p/{width_variable}/j6RN57GPxZ6DVjE3m1WFg4yjRsp.jpg
nm0939431	Yat-Fei Wong	1946		actor,soundtrack	tt0286112,tt0103292,tt1328865,tt2295728	https://image.tmdb.org/t/p/{width_variable}/eMpNYfWMxmIPWvDd1npajeDweI7.jpg
nm0940712	Michael Woods			actor	tt0092430,tt1985443,tt1801552,tt0093379	https://image.tmdb.org/t/p/{width_variable}/zm5ZhzYbY3wh5IPMDseYm45jkis.jpg
nm0940919	Edward Woodward	1930	2009	actor,soundtrack,producer	tt0080310,tt0088513,tt0070917,tt0425112	https://image.tmdb.org/t/p/{width_variable}/2MWfWJsjCTeeuIRKhcIxj1vzuR6.jpg
